s,C,kg/m2/s,kW/m2,kW/m2,kW/m2,C,kW/m3,kW/m3,kW/m2
Time,"temp","burn","rad","gauge","con","gas","hrrpuv","qr","U"
 4.1460911E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0907129E+002, 2.7845520E+002,-2.6948167E+002, 2.4158769E+002
 4.1520355E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7729236E+002, 3.8647377E+002,-3.0009769E+002, 1.9387533E+002
 4.1580103E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5383340E+002, 8.3737725E+001,-2.0132317E+002, 1.9155973E+002
 4.1640648E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6344714E+002, 5.5110211E+002,-3.3359080E+002, 1.7656256E+002
 4.1701021E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3405726E+002, 0.0000000E+000,-1.7406298E+002, 1.7525540E+002
 4.1760546E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2540543E+002, 2.0571320E+002,-2.1064044E+002, 1.6332627E+002
 4.1820423E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9292115E+002, 3.3268161E+003,-1.0463964E+003, 2.2358444E+002
 4.1880476E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4560294E+002, 4.6032534E+003,-1.6328593E+003, 2.7115982E+002
 4.1940829E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7804885E+002, 1.5245756E+003,-5.8596685E+002, 2.1664246E+002
 4.2000923E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0645106E+002, 3.8010603E+003,-1.1314936E+003, 2.2214822E+002
 4.2060927E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9375349E+002, 6.3816214E+002,-9.5611057E+001, 4.5438469E+002
 4.2120045E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2466434E+002, 1.5735072E+003,-4.1924192E+002, 3.5214480E+002
 4.2180656E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2653290E+002, 2.2591978E+002,-1.1746412E+002, 4.0407660E+002
 4.2240765E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2995507E+002, 2.1558210E+002,-3.5217992E+002, 2.0538756E+002
 4.2300326E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4035672E+002, 0.0000000E+000,-1.9463173E+002, 1.7114077E+002
 4.2360211E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2080901E+002, 0.0000000E+000,-1.4521478E+002, 1.9497494E+002
 4.2420102E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9061101E+002, 1.9026891E+003,-6.4619305E+002, 2.1443086E+002
 4.2480578E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3746390E+002, 6.4712420E+002,-2.8473388E+002, 2.5534565E+002
 4.2540589E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6232651E+002, 5.3904062E+002,-2.2774613E+002, 2.8953285E+002
 4.2600014E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0815465E+002, 8.9473340E+001,-2.3425802E+002, 2.2946019E+002
 4.2660177E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9150261E+002, 0.0000000E+000,-1.7724246E+002, 2.5222336E+002
 4.2720238E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7193426E+002, 0.0000000E+000,-2.9795086E+002, 2.5215765E+002
 4.2780912E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9667307E+002, 2.1174652E+003,-4.7994900E+002, 2.5457904E+002
 4.2841118E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4097772E+002, 0.0000000E+000,-1.2541830E+002, 2.3347189E+002
 4.2900616E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3948618E+002, 0.0000000E+000,-2.4845183E+002, 2.5492264E+002
 4.2960881E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5669525E+002, 0.0000000E+000,-2.1890983E+002, 3.0503005E+002
 4.3020274E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9933795E+002, 7.7885726E+002,-3.5889209E+002, 2.1520843E+002
 4.3080774E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2611107E+002, 0.0000000E+000,-1.1291285E+002, 2.2725032E+002
 4.3140623E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2688293E+002, 0.0000000E+000,-1.8965457E+002, 2.9499678E+002
 4.3200635E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0623930E+002, 0.0000000E+000,-2.4034130E+002, 2.0055882E+002
 4.3261158E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7124446E+002, 0.0000000E+000,-2.1845904E+002, 1.8303423E+002
 4.3320935E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1371061E+002, 0.0000000E+000,-1.4942220E+002, 1.8089863E+002
 4.3380359E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2496997E+002, 0.0000000E+000,-1.6497121E+002, 1.7673294E+002
 4.3441106E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5008585E+002, 0.0000000E+000,-2.0493651E+002, 1.7383443E+002
 4.3500473E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8357794E+002, 2.4142992E+003,-6.0883653E+002, 1.9769178E+002
 4.3560442E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2261504E+002, 1.2747386E+003,-3.5500150E+002, 1.8547482E+002
 4.3621187E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5859280E+002, 0.0000000E+000,-1.8967665E+002, 1.9884044E+002
 4.3680636E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1221596E+002, 0.0000000E+000,-1.5570856E+002, 3.0754963E+002
 4.3740809E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8782222E+002, 3.5045274E+002,-3.1520059E+002, 3.3915895E+002
 4.3800349E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2926462E+002, 0.0000000E+000,-2.5618512E+002, 2.3544913E+002
 4.3860587E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8254394E+002, 1.5124534E+003,-5.6594489E+002, 2.0588540E+002
 4.3920073E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8855356E+002, 3.9660930E+003,-1.2013437E+003, 2.9200005E+002
 4.3980582E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9754315E+002, 3.1362795E+003,-6.5239529E+002, 2.3573308E+002
 4.4040573E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6990279E+002, 3.2398148E+003,-1.4055728E+002, 1.7175138E+002
 4.4100195E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1618877E+002, 3.0930924E+003,-1.7810967E+002, 1.8994989E+002
 4.4161049E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4598447E+002, 3.3648988E+003,-2.8050255E+002, 1.9376799E+002
 4.4220178E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2493863E+002, 3.4902792E+003,-3.6485179E+002, 2.3559982E+002
 4.4281130E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8986900E+002, 4.5666882E+003,-4.4640289E+002, 2.4561886E+002
 4.4340497E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8594962E+002, 6.4719204E+003,-8.1386684E+002, 2.6209951E+002
 4.4400496E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4045933E+002, 4.5785600E+003,-4.3848900E+002, 2.3205669E+002
 4.4460050E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1037986E+002, 3.6287271E+003,-1.7169663E+002, 2.1993160E+002
 4.4520487E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6195480E+002, 4.9827015E+003,-1.2606524E+003, 2.7230949E+002
 4.4580631E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1896820E+002, 5.5510816E+003,-7.0229009E+002, 2.7992789E+002
 4.4640791E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7622090E+002, 5.8919972E+003,-3.6538943E+002, 2.0795061E+002
 4.4700665E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8461061E+002, 4.2266976E+003,-5.9909159E+002, 2.2266204E+002
 4.4760729E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0125203E+002, 2.4080692E+003,-8.5889265E+002, 2.5205862E+002
 4.4821185E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7836020E+002, 4.4634631E+003,-1.3407590E+003, 3.2123838E+002
 4.4880835E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8355512E+002, 5.4390810E+003,-9.6362421E+002, 2.6205099E+002
 4.4940404E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0125663E+003, 6.7290185E+003,-1.0793315E+003, 2.5969071E+002
 4.5001056E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6683648E+002, 2.7546832E+003,-2.1968196E+002, 1.9851706E+002
 4.5060257E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2529973E+002, 3.0802438E+003,-2.6675022E+002, 2.2441221E+002
 4.5120653E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0488818E+002, 4.7376595E+003,-6.6100757E+002, 2.7149595E+002
 4.5180141E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1490643E+003, 3.8108314E+003,-2.1387199E+003, 3.9138406E+002
 4.5240505E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1325167E+003, 5.1666457E+003,-1.6518635E+003, 3.4427803E+002
 4.5300205E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7132278E+002, 2.7085133E+003,-9.9328552E+002, 2.7736124E+002
 4.5360532E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0444162E+003, 4.9876664E+003,-1.5065551E+003, 3.1220166E+002
 4.5420019E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2306890E+002, 4.7429718E+003,-1.0517896E+003, 3.1865315E+002
 4.5480546E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1278573E+002, 3.9358079E+003,-8.5827935E+002, 2.8418232E+002
 4.5540747E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7364447E+002, 3.4133284E+003,-5.7792198E+002, 2.5531029E+002
 4.5600316E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7150777E+002, 2.7011297E+003,-6.6014728E+002, 2.7314315E+002
 4.5660339E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3330700E+002, 2.5757398E+003,-5.7923937E+002, 2.7689684E+002
 4.5720244E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6059348E+002, 3.4640980E+003,-9.4633312E+002, 2.8851454E+002
 4.5780042E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2369191E+002, 3.0881701E+003,-7.8056332E+002, 2.7143798E+002
 4.5840432E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2942035E+002, 2.5820679E+003,-3.1390476E+002, 2.4256271E+002
 4.5900079E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3627690E+002, 2.2729446E+003,-5.2117051E+002, 2.8383433E+002
 4.5960599E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1795012E+003, 5.4685288E+003,-2.0019235E+003, 4.5504526E+002
 4.6020902E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0660993E+003, 3.1455844E+003,-1.2522524E+003, 3.5540063E+002
 4.6080667E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3950421E+002, 5.0794130E+003,-1.0043730E+003, 2.6258957E+002
 4.6140417E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7238332E+002, 3.6877768E+003,-1.3770636E+003, 3.2656593E+002
 4.6200703E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3677054E+002, 3.4463648E+003,-1.1202878E+003, 3.4891277E+002
 4.6260235E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8512164E+002, 5.0460952E+003,-5.2328981E+002, 2.4634432E+002
 4.6320439E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0570065E+003, 6.7413124E+003,-1.3424064E+003, 3.6165273E+002
 4.6380230E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1343089E+003, 5.1799251E+003,-1.4591561E+003, 3.4706453E+002
 4.6440126E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6228764E+002, 3.9413154E+003,-9.3216513E+002, 2.9610823E+002
 4.6500652E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8387892E+002, 3.7218339E+003,-7.8709096E+002, 2.7083217E+002
 4.6560521E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9441493E+002, 3.4252754E+003,-7.8711735E+002, 3.2284978E+002
 4.6621044E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0392794E+003, 5.4670842E+003,-1.0997375E+003, 3.0979596E+002
 4.6680167E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9282831E+002, 5.3175063E+003,-1.1063262E+003, 3.6365402E+002
 4.6740343E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1085103E+003, 2.8798765E+003,-1.1855719E+003, 3.2510457E+002
 4.6800595E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1350381E+003, 5.9145549E+003,-1.6320157E+003, 3.4122852E+002
 4.6860363E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6262843E+002, 5.8738381E+003,-1.2302705E+003, 3.2208164E+002
 4.6920280E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0682735E+003, 5.5219405E+003,-1.4342729E+003, 4.2778349E+002
 4.6980990E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1831331E+003, 3.9776816E+003,-1.5851274E+003, 3.4968342E+002
 4.7040595E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0689872E+003, 5.7485346E+003,-1.1450175E+003, 6.0086986E+002
 4.7100765E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1385783E+003, 5.1374014E+003,-1.5126571E+003, 5.1575837E+002
 4.7160617E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0675505E+003, 5.8218472E+003,-1.1778279E+003, 2.7419201E+002
 4.7220148E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2099688E+002, 3.7426630E+003,-7.9453179E+002, 2.5032736E+002
 4.7280623E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9230221E+002, 3.7589202E+003,-9.2152250E+002, 3.1421856E+002
 4.7340579E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1338265E+003, 4.3751785E+003,-1.7014877E+003, 3.7047953E+002
 4.7400945E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9014504E+002, 3.1693694E+003,-5.0274149E+002, 2.6346753E+002
 4.7460528E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0971709E+003, 3.6881651E+003,-1.1735692E+003, 2.9191351E+002
 4.7521089E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1254835E+003, 5.2891435E+003,-1.4298387E+003, 3.4897856E+002
 4.7581077E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2213089E+003, 5.6776349E+003,-1.6221838E+003, 4.4068628E+002
 4.7640436E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1802589E+003, 5.1075607E+003,-1.4832320E+003, 3.4539379E+002
 4.7700562E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0692735E+003, 5.1319313E+003,-1.3441652E+003, 3.0272322E+002
 4.7760650E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1336208E+003, 4.6331820E+003,-1.5520952E+003, 3.4868677E+002
 4.7821043E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0399274E+003, 5.1236596E+003,-1.1305075E+003, 2.9343220E+002
 4.7880633E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0553261E+003, 6.3806684E+003,-1.1981205E+003, 3.1341374E+002
 4.7940438E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1198680E+003, 3.6566674E+003,-1.6376872E+003, 3.1697828E+002
 4.8001090E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0534197E+003, 2.2915463E+003,-1.7025379E+003, 3.3894091E+002
 4.8060667E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9669760E+002, 3.9433559E+003,-1.4181839E+003, 3.5614574E+002
 4.8120437E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0133064E+003, 4.8104749E+003,-1.3949381E+003, 3.3285721E+002
 4.8180977E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1274618E+003, 3.1713583E+003,-1.8129905E+003, 3.1877677E+002
 4.8240178E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0846953E+003, 3.4642039E+003,-2.2613088E+003, 3.6140946E+002
 4.8300837E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0085898E+003, 3.8417737E+003,-1.6006413E+003, 3.1487980E+002
 4.8360979E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1003247E+003, 3.5107944E+003,-2.1867865E+003, 3.7929610E+002
 4.8420414E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0117410E+003, 3.7774353E+003,-1.1496207E+003, 2.5866679E+002
 4.8480768E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0879008E+003, 5.6195896E+003,-1.7511040E+003, 3.7694696E+002
 4.8540156E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1638185E+003, 3.8200486E+003,-1.3829315E+003, 3.6400903E+002
 4.8600521E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1481399E+003, 5.1114087E+003,-1.4037582E+003, 2.5623740E+002
 4.8660724E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9001018E+002, 3.7999326E+003,-1.6863153E+003, 3.1777408E+002
 4.8720350E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0370470E+003, 4.7391305E+003,-1.9979648E+003, 3.7200651E+002
 4.8780177E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1492699E+003, 2.6885466E+003,-1.7684414E+003, 4.4014162E+002
 4.8840371E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1101599E+003, 1.9565555E+003,-1.1582209E+003, 3.0493858E+002
 4.8900616E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7583580E+002, 3.6347190E+003,-6.6379132E+002, 2.8973946E+002
 4.8960711E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1312385E+003, 3.0957283E+003,-1.3886211E+003, 3.1049073E+002
 4.9020305E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1321377E+003, 3.8731953E+003,-1.2936816E+003, 3.3370671E+002
 4.9080054E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0802987E+003, 3.6824795E+003,-1.2695736E+003, 2.6590871E+002
 4.9140061E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0699670E+003, 4.6628431E+003,-1.8368912E+003, 3.2470561E+002
 4.9200265E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0895486E+003, 4.8843557E+003,-1.8763170E+003, 3.4651461E+002
 4.9260460E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1083708E+003, 4.5641202E+003,-1.6740210E+003, 4.1188345E+002
 4.9320562E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1160785E+003, 4.4558688E+003,-1.1017069E+003, 3.9779957E+002
 4.9380273E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2934079E+003, 3.2161311E+003,-1.3622545E+003, 2.6391372E+002
 4.9441003E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0230185E+003, 5.6636002E+003,-1.0721158E+003, 3.2333079E+002
 4.9500693E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2628091E+003, 3.8927426E+003,-1.2630034E+003, 3.4972453E+002
 4.9560793E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2119351E+002, 1.7013756E+003,-3.8258762E+002, 2.4464671E+002
 4.9620921E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8907459E+002, 1.5562776E+003,-5.2022186E+002, 2.2716827E+002
 4.9680150E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2646085E+002, 1.0534217E+003,-2.0359438E+002, 1.7453164E+002
 4.9741168E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0417741E+002, 1.2134269E+003,-2.5773255E+002, 1.9064852E+002
