s,C,kg/m2/s,kW/m2,kW/m2,kW/m2,C,kW/m3,kW/m3,kW/m2
Time,"temp","burn","rad","gauge","con","gas","hrrpuv","qr","U"
 2.4781926E+002, 3.7668093E+002, 1.1760425E-003, 4.5619901E+000, 1.6503547E+001, 1.0573520E-002, 3.8031029E+002, 1.0153175E+003,-4.3643524E+002, 8.0945807E+001
 2.4840503E+002, 4.0629803E+002, 3.2380168E-003, 7.1192142E+000, 2.1963396E+001, 1.2998107E-001, 4.2033808E+002, 1.1052650E+003,-4.2038765E+002, 1.0376179E+002
 2.4900590E+002, 3.6551012E+002, 9.3737094E-004, 2.7451366E+000, 1.3658960E+001,-5.7318205E-001, 2.7010118E+002, 6.8080592E+002,-1.3456248E+002, 7.1415194E+001
 2.4962468E+002, 3.6292184E+002, 6.1424260E-004, 3.2070044E+000, 1.3856162E+001,-4.9433773E-001, 2.7741233E+002, 7.0894544E+002,-1.4642280E+002, 7.2548643E+001
 2.5022524E+002, 3.6607146E+002, 6.3571938E-004, 3.2008017E+000, 1.4088714E+001,-4.0753716E-001, 2.9254973E+002, 7.2970141E+002,-1.9062166E+002, 7.3167215E+001
 2.5082579E+002, 3.6469980E+002, 6.2798459E-004, 3.0609621E+000, 1.3883478E+001,-4.6898886E-001, 2.8264023E+002, 7.2156088E+002,-1.8002324E+002, 7.1478332E+001
 2.5142634E+002, 3.6891641E+002, 6.5852179E-004, 3.3785242E+000, 1.4442070E+001,-2.2583936E-001, 3.2560135E+002, 8.2362469E+002,-2.1133628E+002, 7.4117465E+001
 2.5201935E+002, 3.8959507E+002, 1.2269267E-003, 4.7294438E+000, 1.7561154E+001, 4.6724137E-002, 3.9908577E+002, 1.0726097E+003,-3.2603603E+002, 8.7267385E+001
 2.5260560E+002, 3.8977071E+002, 1.4490724E-003, 4.0161852E+000, 1.6737255E+001,-1.3933118E-001, 3.6070320E+002, 9.9619278E+002,-1.9817813E+002, 8.5892811E+001
 2.5321850E+002, 3.8877567E+002, 1.3096443E-003, 3.9140785E+000, 1.6555461E+001,-1.1269893E-001, 3.6597049E+002, 8.9910389E+002,-2.5591649E+002, 8.3996515E+001
 2.5380476E+002, 3.8544435E+002, 1.1886767E-003, 3.6592652E+000, 1.5846703E+001,-1.4728213E-001, 3.5637139E+002, 8.6150128E+002,-2.5411430E+002, 8.1734467E+001
 2.5440700E+002, 3.8284210E+002, 1.0993856E-003, 3.4374146E+000, 1.5563968E+001,-1.9563026E-001, 3.4446560E+002, 8.4310537E+002,-2.6739305E+002, 7.8936371E+001
 2.5502256E+002, 3.8006131E+002, 1.0062099E-003, 3.3217182E+000, 1.5190444E+001,-2.4533957E-001, 3.3277024E+002, 8.6961673E+002,-2.5827398E+002, 7.7138710E+001
 2.5560881E+002, 3.9838373E+002, 1.3381728E-003, 4.7852521E+000, 1.8206754E+001, 1.3758974E-002, 4.0227828E+002, 1.1442817E+003,-4.1356806E+002, 8.9380534E+001
 2.5620356E+002, 1.1584040E+003, 2.0144179E-002,-9.4395873E+002, 2.5078653E+001,-2.7831387E+000, 5.4240061E+002, 1.9470120E+003,-8.4605793E+002, 3.1264593E+002
 2.5680149E+002, 1.5950363E+003, 8.5740993E-002,-1.7305355E+003, 9.7822549E+001,-1.1129576E+000, 1.1592967E+003, 3.0906469E+003,-2.7249586E+003, 1.8710670E+003
 2.5740140E+002, 4.6835416E+002, 6.8873043E-003, 1.0721141E+001, 3.4843074E+001, 2.0175299E+000, 7.1395200E+002, 1.9250868E+003,-6.7121494E+002, 1.5950055E+002
 2.5800120E+002, 4.3458912E+002, 4.8307918E-003, 9.1411928E+000, 2.7180991E+001, 5.7715949E-001, 5.2873891E+002, 1.4058165E+003,-6.2063941E+002, 1.2745304E+002
 2.5860528E+002, 4.2579096E+002, 4.0978181E-003, 9.5998217E+000, 2.6608639E+001, 5.3778453E-001, 5.1665433E+002, 1.5694059E+003,-7.5311113E+002, 1.2318516E+002
 2.5920481E+002, 4.3767535E+002, 6.0076482E-003, 1.1351476E+001, 2.9720637E+001, 5.2758335E-001, 5.2408255E+002, 1.6488317E+003,-7.6938227E+002, 1.3718491E+002
 2.5980435E+002, 4.2855674E+002, 5.6072889E-003, 1.1135165E+001, 2.8655332E+001, 5.5797563E-001, 5.2268256E+002, 1.6903783E+003,-7.9332913E+002, 1.3248255E+002
 2.6042231E+002, 4.3915243E+002, 7.9804363E-003, 1.4173067E+001, 3.3878708E+001, 1.0314684E+000, 5.8708959E+002, 2.0917916E+003,-1.0110840E+003, 1.5144066E+002
 2.6100350E+002, 4.3676812E+002, 8.2663021E-003, 1.4487216E+001, 3.4219205E+001, 1.1515158E+000, 5.9491550E+002, 2.2003268E+003,-1.0130540E+003, 1.5075065E+002
 2.6160703E+002, 4.2920355E+002, 5.0130813E-003, 8.7758944E+000, 2.6036424E+001, 2.0418253E-001, 4.6065384E+002, 1.4635985E+003,-5.3859423E+002, 1.2243652E+002
 2.6220928E+002, 5.1862686E+002, 3.4460339E-003,-6.9367676E+000, 2.4643083E+001, 2.4846273E-001, 5.0415830E+002, 1.4708736E+003,-6.3740130E+002, 1.3464512E+002
 2.6280879E+002, 5.8210552E+002, 9.4660767E-003, 1.7860904E+001, 5.7946010E+001, 3.1241422E+000, 9.2221349E+002, 3.5761811E+003,-1.4005546E+003, 3.1138605E+002
 2.6341292E+002, 5.3834922E+002, 9.8737127E-003, 1.3507570E+001, 4.7398315E+001, 2.9650673E+000, 8.5845159E+002, 3.0983030E+003,-1.0526024E+003, 2.0938858E+002
 2.6401661E+002, 4.5222370E+002, 5.1312778E-003, 9.1883861E+000, 2.9037699E+001, 7.1941517E-001, 5.6520146E+002, 1.5591931E+003,-7.4200878E+002, 1.3636901E+002
 2.6461047E+002, 4.5227100E+002, 5.3244519E-003, 1.0193689E+001, 2.9927487E+001, 6.3615556E-001, 5.5363434E+002, 1.5671066E+003,-6.9531713E+002, 1.4185407E+002
 2.6520355E+002, 4.6103478E+002, 6.4191287E-003, 1.2140171E+001, 3.3718060E+001, 1.1323122E+000, 6.2036805E+002, 1.9732109E+003,-7.6412182E+002, 1.5682022E+002
 2.6580045E+002, 4.5459423E+002, 6.9973197E-003, 1.2027923E+001, 3.3209842E+001, 1.2017098E+000, 6.2050139E+002, 1.9411753E+003,-8.1115354E+002, 1.5259278E+002
 2.6641923E+002, 4.3075953E+002, 5.7180384E-003, 9.6969277E+000, 2.7629540E+001, 6.7246011E-001, 5.3907254E+002, 1.5374621E+003,-5.9970051E+002, 1.2986734E+002
 2.6701016E+002, 4.2299308E+002, 5.1296930E-003, 9.7499698E+000, 2.6887330E+001, 6.7025252E-001, 5.3005663E+002, 1.5303883E+003,-6.3369527E+002, 1.2519816E+002
 2.6760109E+002, 4.2034236E+002, 5.3715326E-003, 9.6559314E+000, 2.6378967E+001, 5.4429438E-001, 5.1273215E+002, 1.5275362E+003,-6.0071493E+002, 1.2511113E+002
 2.6820515E+002, 4.2023870E+002, 5.4824317E-003, 1.0257768E+001, 2.7179666E+001, 6.5393342E-001, 5.2565911E+002, 1.6241033E+003,-6.8662768E+002, 1.2591651E+002
 2.6881250E+002, 4.7255160E+002, 1.1375341E-002, 1.4000049E+001, 4.1402691E+001, 8.6819456E-001, 5.6274212E+002, 2.2294360E+003,-6.3499248E+002, 2.0223791E+002
 2.6940554E+002, 5.4208395E+002, 6.7801213E-003, 1.2234575E+001, 4.6471397E+001, 2.9095112E+000, 8.5783447E+002, 2.2860875E+003,-8.7339435E+002, 2.4514601E+002
 2.7001814E+002, 5.4502139E+002, 9.6925588E-003, 1.5256549E+001, 4.8247498E+001, 1.8449656E+000, 7.6141324E+002, 2.3284388E+003,-1.3818476E+003, 2.1193092E+002
 2.7061424E+002, 4.1976402E+002, 3.5141447E-003, 6.4625412E+000, 2.2393817E+001, 1.4333159E-001, 4.4706390E+002, 1.3086812E+003,-3.6631878E+002, 1.5060899E+002
 2.7121121E+002, 5.3777896E+002, 1.0476833E-002, 1.9923750E+001, 5.3427205E+001, 2.8589753E+000, 8.5355864E+002, 2.5774814E+003,-1.4529327E+003, 4.0353479E+002
 2.7180786E+002, 5.3921551E+002, 1.6071158E-002, 2.1978293E+001, 5.7602773E+001, 3.3106173E+000, 8.9219098E+002, 3.2773453E+003,-1.3704001E+003, 2.6932592E+002
 2.7240376E+002, 4.1486449E+002, 4.6852031E-003, 7.1490577E+000, 2.4340290E+001, 1.1395904E+000, 5.7564277E+002, 1.4199795E+003,-4.5019060E+002, 1.1415382E+002
 2.7300253E+002, 4.7772788E+002, 1.5377069E-002, 2.7822543E+001, 5.3703667E+001, 1.7663478E+000, 6.9258362E+002, 2.5710591E+003,-1.3991247E+003, 2.7048170E+002
 2.7361483E+002, 5.0822870E+002, 1.0235525E-002, 9.3003269E+000, 4.2978457E+001, 2.0835361E+000, 7.3290084E+002, 2.0568050E+003,-6.3277394E+002, 2.0011428E+002
 2.7420505E+002, 4.5153004E+002, 3.2585520E-003, 9.7771249E+000, 3.0473508E+001, 1.6181612E+000, 6.4882097E+002, 2.0042502E+003,-1.1508000E+003, 2.3728329E+002
 2.7481327E+002, 6.7375939E+002, 1.9131086E-002, 3.2369925E+001, 8.9027903E+001, 2.5978027E+000, 9.6751216E+002, 1.9833907E+003,-1.7060512E+003, 5.9625887E+002
 2.7540620E+002, 5.7345403E+002, 1.9051504E-002, 2.7006479E+001, 6.8751599E+001, 3.3435931E+000, 9.2670843E+002, 2.9345598E+003,-1.2363050E+003, 3.2854390E+002
 2.7600953E+002, 4.4683317E+002, 8.0215509E-003, 1.4293555E+001, 3.5773871E+001, 1.8158994E+000, 6.6224357E+002, 2.1682353E+003,-5.7636954E+002, 1.8553987E+002
 2.7661384E+002, 4.5131562E+002, 1.0933786E-002, 1.6191683E+001, 3.9949627E+001, 2.8154683E+000, 7.6763580E+002, 3.0166504E+003,-9.3519552E+002, 1.7812668E+002
 2.7721648E+002, 4.7802348E+002, 1.1915402E-002, 2.1982541E+001, 5.0095561E+001, 1.8619298E+000, 7.3770199E+002, 2.9587631E+003,-1.3706592E+003, 2.2156406E+002
 2.7780954E+002, 4.8267652E+002, 6.1126187E-003, 9.8941034E+000, 3.3390772E+001, 8.5439942E-001, 6.1217003E+002, 1.8933191E+003,-5.9373385E+002, 1.6059860E+002
 2.7841098E+002, 4.6873436E+002, 5.0389942E-003, 1.0311196E+001, 3.3021001E+001, 1.5061105E+000, 6.6470237E+002, 1.9837942E+003,-9.3684092E+002, 1.4837243E+002
 2.7902225E+002, 4.9373718E+002, 7.5585247E-003, 1.3825836E+001, 3.8844830E+001, 1.0433424E+000, 6.4387656E+002, 2.4458411E+003,-1.2028165E+003, 1.7396581E+002
 2.7960855E+002, 5.1125528E+002, 1.0395469E-002, 1.7786108E+001, 4.5907002E+001, 1.4343234E+000, 7.0191047E+002, 2.8750937E+003,-1.4062950E+003, 2.0205440E+002
 2.8021555E+002, 4.6792021E+002, 9.0744243E-003, 1.3397963E+001, 3.6257285E+001, 1.1018438E+000, 6.1952575E+002, 2.1180456E+003,-5.8190627E+002, 1.7175710E+002
 2.8081033E+002, 4.9525055E+002, 1.5990339E-002, 2.6687863E+001, 5.7111639E+001, 3.6263721E+000, 8.7464975E+002, 3.0156664E+003,-1.5312858E+003, 2.9464103E+002
 2.8141129E+002, 5.5113100E+002, 1.7192142E-002, 1.8818676E+001, 6.2189563E+001, 3.3907061E+000, 8.9501265E+002, 2.7086583E+003,-1.2792435E+003, 2.7621009E+002
 2.8200363E+002, 5.4775304E+002, 9.2764423E-003, 1.7802901E+001, 5.0891768E+001, 1.8410411E+000, 7.7270205E+002, 3.2396201E+003,-1.6943878E+003, 2.2310878E+002
 2.8261247E+002, 5.2523004E+002, 1.0563469E-002, 1.6128598E+001, 4.6127795E+001, 1.2863183E+000, 6.9667291E+002, 2.5749259E+003,-1.1402188E+003, 2.1025455E+002
 2.8320470E+002, 4.5689842E+002, 6.1947430E-003, 1.1525801E+001, 3.2144927E+001, 8.0809630E-001, 5.7766717E+002, 1.9921521E+003,-7.5209484E+002, 1.5143196E+002
 2.8380339E+002, 4.5887522E+002, 7.4319359E-003, 1.2837081E+001, 3.3627740E+001, 6.6168754E-001, 5.6586325E+002, 2.0527222E+003,-8.0656305E+002, 1.5734440E+002
 2.8440614E+002, 4.4837695E+002, 7.3054286E-003, 1.3314745E+001, 3.2973880E+001, 6.3407116E-001, 5.4955513E+002, 2.0803632E+003,-7.9614997E+002, 1.5443708E+002
 2.8500889E+002, 4.2361370E+002, 5.7180830E-003, 9.8323652E+000, 2.6355890E+001, 2.5281470E-001, 4.7278714E+002, 1.5078761E+003,-4.1324581E+002, 1.3081240E+002
 2.8561279E+002, 4.3624564E+002, 7.6440489E-003, 1.3728515E+001, 3.4033091E+001, 1.7270461E+000, 6.5390785E+002, 2.2585960E+003,-7.8633848E+002, 1.6070068E+002
 2.8621253E+002, 9.4557591E+002, 2.3387027E-002,-7.1813935E+002, 4.9860629E+001, 2.7002620E+000, 9.6184939E+002, 3.5949716E+003,-1.5071731E+003, 3.8676706E+002
 2.8680730E+002, 1.2634218E+003, 4.8005407E-002,-1.1287177E+003, 8.4231233E+001, 1.2416146E+000, 1.1871723E+003, 2.8813160E+003,-1.9869800E+003, 1.4054917E+003
 2.8741239E+002, 5.5388545E+002, 1.0461433E-002, 1.8801244E+001, 5.4524947E+001, 2.8083413E+000, 8.6731640E+002, 2.8933628E+003,-1.5344706E+003, 2.4587397E+002
 2.8801081E+002, 5.6602651E+002, 1.5436917E-002, 2.3493110E+001, 6.2994962E+001, 3.5226763E+000, 9.4028828E+002, 3.1781551E+003,-1.6583626E+003, 2.7459648E+002
 2.8861686E+002, 4.7176372E+002, 9.3601747E-003, 1.6898362E+001, 4.0661438E+001, 1.4172815E+000, 6.5817430E+002, 2.4949770E+003,-1.0504352E+003, 1.8670664E+002
 2.8920702E+002, 4.7985950E+002, 1.5714175E-002, 2.5536102E+001, 5.3328515E+001, 2.9858909E+000, 8.1288305E+002, 3.4458788E+003,-1.7424370E+003, 2.2890096E+002
 2.8981748E+002, 4.8353747E+002, 1.0688608E-002, 1.8732417E+001, 4.4825143E+001, 1.9828052E+000, 7.1886809E+002, 2.5627801E+003,-1.1423387E+003, 1.9871181E+002
 2.9041561E+002, 5.2572857E+002, 7.8038719E-003, 1.6819840E+001, 4.6111671E+001, 1.3573288E+000, 7.0595453E+002, 2.9906406E+003,-1.6286498E+003, 2.0355767E+002
 2.9101098E+002, 5.5883611E+002, 1.2926848E-002, 2.1081748E+001, 5.7140369E+001, 2.2937445E+000, 8.3190712E+002, 3.3069348E+003,-1.8334771E+003, 2.4728369E+002
 2.9160565E+002, 5.9202302E+002, 2.4565260E-002, 4.1820464E+001, 8.5797926E+001, 2.9334917E+000, 9.1819354E+002, 3.7405909E+003,-1.6479214E+003, 4.0299907E+002
 2.9221124E+002, 4.9495354E+002, 1.6505807E-002, 1.7439294E+001, 5.2050635E+001, 5.0618258E+000, 9.6194124E+002, 3.0771583E+003,-1.1109353E+003, 2.1930912E+002
 2.9281586E+002, 5.5048228E+002, 8.0657782E-003, 1.8112898E+001, 5.2325944E+001, 2.2321440E+000, 8.1383688E+002, 2.7273279E+003,-1.9068632E+003, 2.2438221E+002
 2.9340036E+002, 5.3851975E+002, 1.1387476E-002, 1.7354609E+001, 5.0215851E+001, 1.9429242E+000, 7.7488261E+002, 2.9838818E+003,-1.4288681E+003, 2.2032142E+002
 2.9402074E+002, 4.7866030E+002, 7.8024044E-003, 1.7648530E+001, 4.0093081E+001, 4.5626125E-001, 5.5679279E+002, 2.2358362E+003,-8.1092939E+002, 2.0611975E+002
 2.9460191E+002, 5.6624247E+002, 2.5346036E-002, 3.9628792E+001, 7.9551072E+001, 2.4798372E+000, 8.5188057E+002, 3.6043508E+003,-1.2145819E+003, 3.1502572E+002
 2.9520528E+002, 4.3216254E+002, 1.0269724E-002, 1.5347525E+001, 3.7865420E+001, 3.1827724E+000, 7.8004406E+002, 2.7436697E+003,-7.1471716E+002, 1.6439497E+002
 2.9580167E+002, 4.7381967E+002, 4.8148841E-003, 1.3035965E+001, 3.6036950E+001, 1.3446584E+000, 6.5349781E+002, 2.2226848E+003,-1.1322490E+003, 1.9920299E+002
 2.9641089E+002, 5.1593242E+002, 9.1541207E-003, 1.3812452E+001, 4.3115445E+001, 1.5297542E+000, 7.1661560E+002, 2.4268005E+003,-8.8217758E+002, 1.9930330E+002
 2.9700465E+002, 4.3014322E+002, 3.6592247E-003, 8.3126796E+000, 2.5824374E+001, 6.5897499E-001, 5.3419169E+002, 1.3253603E+003,-6.1432024E+002, 1.2699888E+002
 2.9762028E+002, 4.1935538E+002, 4.0099936E-003, 6.7707917E+000, 2.2461215E+001,-9.4524944E-002, 3.9951166E+002, 9.9608952E+002,-2.7605256E+002, 1.1114627E+002
 2.9821150E+002, 3.8471700E+002, 1.6545599E-003, 4.5088245E+000, 1.7043169E+001,-7.6534321E-002, 3.6902751E+002, 8.0328905E+002,-2.9767794E+002, 8.3640393E+001
 2.9882556E+002, 3.6381198E+002, 1.0940752E-003, 2.9240939E+000, 1.3736860E+001,-6.6000992E-001, 2.5787631E+002, 5.6195694E+002,-1.2199672E+002, 7.0621629E+001
 2.9941666E+002, 3.4152914E+002, 4.1356564E-004, 2.3312173E+000, 1.1578343E+001,-6.1310668E-001, 2.4787296E+002, 4.6649453E+002,-1.3053666E+002, 6.0479099E+001
 3.0000098E+002, 3.5889740E+002, 5.8044826E-004, 3.4089045E+000, 1.3920645E+001,-2.1260207E-001, 3.1683434E+002, 6.3476212E+002,-2.0174931E+002, 6.9519003E+001
 3.0060977E+002, 3.5382426E+002, 6.2763172E-004, 2.6932290E+000, 1.2800093E+001,-5.8834701E-001, 2.5622777E+002, 4.8150185E+002,-1.0988454E+002, 6.5079690E+001
 3.0120638E+002, 3.3842137E+002, 3.4774634E-004, 2.3738163E+000, 1.1412319E+001,-9.1952448E-001, 2.0198612E+002, 3.0633877E+002,-6.1528086E+001, 6.0932745E+001
 3.0180908E+002, 3.3802160E+002, 2.7639918E-004, 2.6302270E+000, 1.1679050E+001,-7.1192717E-001, 2.2716255E+002, 3.5543718E+002,-9.1891524E+001, 6.1839203E+001
 3.0241177E+002, 3.4422865E+002, 3.4434789E-004, 2.6890448E+000, 1.2173232E+001,-5.6221194E-001, 2.4997284E+002, 4.3078730E+002,-1.1085021E+002, 6.3103650E+001
 3.0300005E+002, 3.9569310E+002, 1.9990646E-003, 8.6524577E+000, 2.3417952E+001, 5.1915507E-001, 4.6415835E+002, 1.2755438E+003,-2.9300657E+002, 1.6157800E+002
 3.0360286E+002, 4.8847636E+002, 1.1420288E-002, 1.7137043E+001, 4.5451580E+001, 3.2689599E+000, 8.3907340E+002, 2.6372121E+003,-8.2870406E+002, 2.2544917E+002
 3.0421556E+002, 3.9964990E+002, 3.6348250E-003, 6.1420982E+000, 2.0132061E+001,-4.0789742E-002, 3.8464390E+002, 9.3554315E+002,-1.3711555E+002, 1.0407274E+002
 3.0480673E+002, 3.7480556E+002, 1.5423016E-003, 3.6407331E+000, 1.5313795E+001,-1.4417563E-001, 3.4663244E+002, 6.2336023E+002,-1.9622586E+002, 7.9126207E+001
 3.0540754E+002, 3.4980177E+002, 7.6896376E-004, 2.1056558E+000, 1.1877784E+001,-8.6937167E-001, 2.1934903E+002, 3.6974171E+002,-5.5122562E+001, 6.3774806E+001
 3.0601829E+002, 3.5972076E+002, 1.1849686E-003, 6.5999013E+000, 1.8552026E+001, 3.0095886E-001, 3.8252961E+002, 1.1047988E+003,-3.3093769E+002, 1.2289725E+002
 3.0660705E+002, 6.6797738E+002, 2.8718475E-002, 4.6673810E+001, 1.0866055E+002, 3.7095546E+000, 1.0481812E+003, 2.6220677E+003,-1.8995925E+003, 5.5354048E+002
 3.0720477E+002, 5.0350047E+002, 9.9445429E-003, 1.3695552E+001, 4.2778571E+001, 2.3501614E+000, 7.6212275E+002, 2.5803379E+003,-8.2636243E+002, 2.1291142E+002
 3.0781022E+002, 5.1994141E+002, 1.2997603E-002, 2.5087245E+001, 5.7148945E+001, 2.9252216E+000, 8.3578551E+002, 2.0420952E+003,-1.0089253E+003, 4.8807122E+002
 3.0840068E+002, 5.0050818E+002, 1.9781177E-002, 2.6491862E+001, 5.8963195E+001, 3.7888477E+000, 8.8646321E+002, 3.0032972E+003,-1.1651740E+003, 2.5756561E+002
 3.0901187E+002, 4.2896447E+002, 7.8213774E-003, 1.2494120E+001, 3.2261124E+001, 1.6340843E+000, 6.3936765E+002, 2.1409112E+003,-8.2121393E+002, 1.4532705E+002
 3.0960835E+002, 4.7940228E+002, 4.8983254E-003, 1.1746960E+001, 3.4576239E+001, 7.6836664E-001, 5.9801777E+002, 1.9103634E+003,-8.8149586E+002, 1.5858295E+002
 3.1020246E+002, 4.6719699E+002, 6.0903326E-003, 1.0600587E+001, 3.2152546E+001, 6.9752354E-001, 5.7666574E+002, 1.8785227E+003,-7.1140835E+002, 1.4999187E+002
 3.1081296E+002, 4.1006193E+002, 3.0724324E-003, 6.0394707E+000, 2.0924677E+001, 8.7382095E-002, 4.2653746E+002, 1.1936874E+003,-3.5855628E+002, 1.0333934E+002
 3.1142321E+002, 4.2110245E+002, 3.1970546E-003, 8.7527117E+000, 2.4618880E+001, 2.2882888E-001, 4.5929618E+002, 1.5286795E+003,-6.0535628E+002, 1.2237126E+002
 3.1200256E+002, 5.3504731E+002, 1.4378706E-002, 2.6489926E+001, 5.8988276E+001, 2.1170070E+000, 7.9300279E+002, 3.5421740E+003,-2.0554326E+003, 2.6007847E+002
 3.1261121E+002, 4.5753312E+002, 1.0984595E-002, 1.4698268E+001, 3.8315536E+001, 1.7937606E+000, 6.7036126E+002, 2.4762903E+003,-6.2300655E+002, 1.7511280E+002
 3.1321153E+002, 4.8087445E+002, 1.7200802E-002, 2.3208790E+001, 5.3092633E+001, 2.9792025E+000, 7.8419805E+002, 3.4318995E+003,-1.6284911E+003, 2.2750455E+002
 3.1380629E+002, 5.0403890E+002, 6.7726831E-003, 1.1005314E+001, 4.1305914E+001, 2.8053549E+000, 8.1937740E+002, 3.1187795E+003,-9.8231931E+002, 1.8128084E+002
 3.1441053E+002, 5.0110698E+002, 9.3486882E-003, 1.4154717E+001, 4.0993451E+001, 1.1835033E+000, 6.4322190E+002, 2.4768036E+003,-9.5265031E+002, 1.8438544E+002
 3.1501656E+002, 4.0770673E+002, 2.9621649E-003, 6.4110043E+000, 2.1290389E+001, 3.4304327E-001, 4.7099989E+002, 1.3649615E+003,-5.2084751E+002, 1.0205570E+002
 3.1561305E+002, 4.2066621E+002, 3.7731071E-003, 8.3046103E+000, 2.4566446E+001, 4.0198749E-001, 4.8973458E+002, 1.6675622E+003,-5.5353066E+002, 1.1451563E+002
 3.1620792E+002, 4.1299738E+002, 4.1180066E-003, 6.7592673E+000, 2.2034964E+001, 1.4293533E-001, 4.3996814E+002, 1.1814222E+003,-2.5211900E+002, 1.1057254E+002
 3.1680347E+002, 3.5911366E+002, 1.1709265E-003, 2.4237347E+000, 1.2916659E+001,-6.2490338E-001, 2.5918611E+002, 5.0222799E+002,-1.0087666E+002, 6.8020246E+001
 3.1740372E+002, 3.5277251E+002, 6.0070349E-004, 3.0450521E+000, 1.3015506E+001,-3.6392721E-001, 2.8621187E+002, 5.4338726E+002,-1.6686499E+002, 6.6760172E+001
 3.1802171E+002, 3.6720012E+002, 9.6337289E-004, 3.6407969E+000, 1.4623291E+001,-2.4592949E-001, 3.1766794E+002, 7.1700246E+002,-1.9055267E+002, 7.4186516E+001
 3.1860717E+002, 3.6392208E+002, 9.4583247E-004, 3.2368080E+000, 1.4001090E+001,-3.2727701E-001, 3.0080906E+002, 6.8472360E+002,-1.8779222E+002, 7.1412918E+001
 3.1922516E+002, 3.6415410E+002, 9.1764363E-004, 3.3837069E+000, 1.4183112E+001,-2.9007139E-001, 3.1080256E+002, 6.6007622E+002,-1.8713600E+002, 7.2150471E+001
 3.1981062E+002, 3.6428802E+002, 9.6362939E-004, 3.1527897E+000, 1.3940702E+001,-2.4149876E-001, 3.1623821E+002, 6.7710938E+002,-1.9384258E+002, 7.0891003E+001
 3.2042861E+002, 3.5709018E+002, 8.0905772E-004, 2.6272072E+000, 1.2955340E+001,-4.3228251E-001, 2.8041250E+002, 5.7343220E+002,-1.6063198E+002, 6.5899623E+001
 3.2101407E+002, 3.4915074E+002, 5.6775999E-004, 2.5372791E+000, 1.2306902E+001,-6.0348756E-001, 2.5009158E+002, 4.8313575E+002,-1.3415874E+002, 6.3450469E+001
 3.2161254E+002, 3.5123676E+002, 5.4840825E-004, 2.8981569E+000, 1.2802546E+001,-4.6625109E-001, 2.6909698E+002, 5.3915735E+002,-1.6057516E+002, 6.6618934E+001
 3.2222077E+002, 3.5498921E+002, 6.5596648E-004, 2.8954596E+000, 1.3070485E+001,-5.3738774E-001, 2.6349730E+002, 6.0414516E+002,-1.5463147E+002, 6.6150793E+001
 3.2280986E+002, 3.5141534E+002, 5.8917830E-004, 2.7127977E+000, 1.2643934E+001,-5.5207043E-001, 2.5890002E+002, 5.5420105E+002,-1.1624077E+002, 6.5181166E+001
 3.2341692E+002, 3.5640033E+002, 6.5367537E-004, 3.1696940E+000, 1.3416148E+001,-3.5115174E-001, 2.9211864E+002, 5.9628031E+002,-1.6164803E+002, 6.9563702E+001
 3.2400870E+002, 4.4372319E+002, 1.4477502E-002, 3.4578067E+001, 5.5741835E+001, 1.6504220E-001, 4.7954058E+002, 2.0820128E+003,-6.6985774E+002, 3.2917653E+002
 3.2460164E+002, 7.1737159E+002, 2.9266753E-002, 3.2394015E+001, 1.0935579E+002, 4.4746703E+000, 1.1379382E+003, 2.7169336E+003,-2.4491951E+003, 5.1547740E+002
 3.2521681E+002, 4.8482998E+002, 1.1268383E-002, 1.5131696E+001, 4.2624673E+001, 2.8647141E+000, 7.9092818E+002, 2.7822196E+003,-8.6163154E+002, 1.8591848E+002
 3.2581318E+002, 4.3429163E+002, 6.7261176E-003, 1.1305720E+001, 3.0508800E+001, 1.1697532E+000, 5.9753357E+002, 1.9718823E+003,-6.1380687E+002, 1.4221591E+002
 3.2640630E+002, 4.2259947E+002, 5.9738665E-003, 1.0214138E+001, 2.7584280E+001, 7.5041240E-001, 5.3938043E+002, 1.6820801E+003,-5.7700805E+002, 1.2884275E+002
 3.2701858E+002, 4.1345477E+002, 5.0388837E-003, 1.0312675E+001, 2.5859282E+001, 3.0681881E-001, 4.6883859E+002, 1.4414134E+003,-3.5585916E+002, 1.3806491E+002
 3.2760978E+002, 6.6026434E+002, 2.7349199E-002, 4.7453745E+001, 1.0333535E+002, 2.3438105E+000, 9.2814473E+002, 2.6246476E+003,-1.9330895E+003, 5.5843861E+002
 3.2820102E+002, 5.3690820E+002, 1.8557958E-002, 2.3320251E+001, 6.2208376E+001, 4.9115641E+000, 1.0138085E+003, 2.7383276E+003,-1.2895609E+003, 2.8062050E+002
 3.2881701E+002, 4.4390764E+002, 9.1392218E-003, 1.5847116E+001, 3.7480165E+001, 1.9516338E+000, 6.8292656E+002, 2.2384122E+003,-1.0579903E+003, 1.6432509E+002
 3.2940773E+002, 4.4128348E+002, 9.6660742E-003, 1.4787103E+001, 3.4959272E+001, 1.0196150E+000, 5.7320024E+002, 2.0141404E+003,-5.7828446E+002, 1.6183113E+002
 3.3000279E+002, 4.0517854E+002, 4.7399137E-003, 8.3273505E+000, 2.2281555E+001, 5.2407235E-001, 5.3170357E+002, 1.5921533E+003,-6.3969535E+002, 1.2487367E+002
 3.3062045E+002, 4.3913518E+002, 4.4107508E-003, 8.0311624E+000, 2.6149767E+001, 4.5365973E-001, 5.1741651E+002, 1.4660893E+003,-4.2108083E+002, 1.2610789E+002
